0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.9837268590927124,1.0,0.9905746579170227,1.0,0.9925532937049866,1.0,0.9825538992881775,1.0,0.996123731136322,1.0,0.9711055755615234,1.0,0.9900392889976501,1.0,0.9816144108772278,1.0
0.9605371356010437,1.0,0.9781731963157654,1.0,0.9764193296432495,1.0,0.9866650104522705,1.0,0.9821370244026184,1.0,0.9950554370880127,1.0,0.9922236204147339,1.0,0.9933586716651917,1.0
0.9982873797416687,1.0,0.9978925585746765,1.0,0.9970210194587708,1.0,0.9968762397766113,1.0,0.9982482194900513,1.0,0.9972136616706848,1.0,0.9985777139663696,1.0,0.9979310035705566,1.0
0.9977140426635742,1.0,0.9985865354537964,1.0,0.9969369173049927,1.0,0.9954274892807007,1.0,0.9967525005340576,1.0,0.9980397820472717,1.0,0.9979227185249329,1.0,0.9900621175765991,1.0
0.9946622252464294,1.0,0.9837740659713745,1.0,0.9845890402793884,1.0,0.9879235625267029,1.0,0.9910178184509277,1.0,0.9952049255371094,1.0,0.9814945459365845,1.0,0.9960166811943054,1.0
0.9829356670379639,1.0,0.9865449070930481,1.0,0.9833537340164185,1.0,0.9928503036499023,1.0,0.9872307181358337,1.0,0.9785405397415161,1.0,0.9905813932418823,1.0,0.9963705539703369,1.0
0.9972135424613953,1.0,0.9938074946403503,1.0,0.9977771639823914,1.0,0.994780957698822,1.0,0.9912058711051941,1.0,0.9943218231201172,1.0,0.9882180094718933,1.0,0.9980947375297546,1.0
0.9887005686759949,1.0,0.9906124472618103,1.0,0.9805824160575867,1.0,0.9672695994377136,1.0,0.9727190136909485,1.0,0.9559023380279541,1.0,0.9581581950187683,1.0,0.9906222224235535,1.0
0.9434955716133118,1.0,0.9567275047302246,1.0,0.9512208104133606,1.0,0.9786757826805115,1.0,0.9493519067764282,1.0,0.9813781976699829,1.0,0.9377166628837585,1.0,0.957402765750885,1.0
0.9861347079277039,1.0,0.9944743514060974,1.0,0.9727527499198914,1.0,0.9744716882705688,1.0,0.9716393947601318,1.0,0.9597752094268799,1.0,0.9973660111427307,1.0,0.9861408472061157,1.0
0.9831356406211853,1.0,0.9901519417762756,1.0,0.9799941778182983,1.0,0.971971869468689,1.0,0.9706414937973022,1.0,0.9812591671943665,1.0,0.986402690410614,1.0,0.9534701108932495,1.0
0.9854863882064819,1.0,0.995832622051239,1.0,0.9894501566886902,1.0,0.9733594059944153,1.0,0.9938591122627258,1.0,0.9364778399467468,1.0,0.9860737323760986,1.0,0.96590256690979,1.0
0.9945695996284485,1.0,0.9970557689666748,1.0,0.9985283613204956,1.0,0.9960920214653015,1.0,0.9969981908798218,1.0,0.9957311749458313,1.0,0.9959239959716797,1.0,0.997214138507843,1.0
0.9974443912506104,1.0,0.998723566532135,1.0,0.9962465167045593,1.0,0.9849554896354675,1.0,0.9952552318572998,1.0,0.9960806965827942,1.0,0.9944407343864441,1.0,0.9900985360145569,1.0
0.9836215376853943,1.0,0.977559506893158,1.0,0.9883163571357727,1.0,0.998734176158905,1.0,0.985039472579956,1.0,0.990687906742096,1.0,0.9783545136451721,1.0,0.9977508187294006,1.0
0.9917062520980835,1.0,0.9748050570487976,1.0,0.9804878830909729,1.0,0.9689086675643921,1.0,0.9394115805625916,1.0,0.9828540086746216,1.0,0.9904935956001282,1.0,0.946631669998169,1.0
0.9832906723022461,1.0,0.9826777577400208,1.0,0.9800289869308472,1.0,0.9669864177703857,1.0,0.9936475157737732,1.0,0.9672927260398865,1.0,0.9753668904304504,1.0,0.9832893013954163,1.0
0.9674482345581055,1.0,0.9815207123756409,1.0,0.9841862320899963,1.0,0.9939644932746887,1.0,0.9896295666694641,1.0,0.9971917271614075,1.0,0.9918709993362427,1.0,0.9972092509269714,1.0
0.9902547001838684,1.0,0.9972319006919861,1.0,0.9937146306037903,1.0,0.9789197444915771,1.0,0.9892241358757019,1.0,0.9952641725540161,1.0,0.9945684671401978,1.0,0.9794339537620544,1.0
0.9792640805244446,1.0,0.985554575920105,1.0,0.9821572303771973,1.0,0.9390015602111816,1.0,0.9670236110687256,1.0,0.9497405290603638,1.0,0.9934281706809998,1.0,0.9894402623176575,1.0
0.9804468154907227,1.0,0.9954167604446411,1.0,0.9920097589492798,1.0,0.9978829026222229,1.0,0.9959133267402649,1.0,0.9973493814468384,1.0,0.989981472492218,1.0,0.9980977177619934,1.0
0.9600692391395569,1.0,0.8648102879524231,1.0,0.9920191168785095,1.0,0.968313455581665,1.0,0.9779788851737976,1.0,0.9813597202301025,1.0,0.9830170273780823,1.0,0.93451327085495,1.0
0.9839628338813782,1.0,0.9835182428359985,1.0,0.9795581698417664,1.0,0.9872982501983643,1.0,0.9480531215667725,1.0,0.9954087138175964,1.0,0.9927172660827637,1.0,0.9803666472434998,1.0
0.9891138076782227,1.0,0.979223370552063,1.0,0.9749710559844971,1.0,0.9931864738464355,1.0,0.9788953065872192,1.0,0.9878909587860107,1.0,0.9608045816421509,1.0,0.9874838590621948,1.0
0.9714052677154541,1.0,0.9970369338989258,1.0,0.9865058064460754,1.0,0.9884647130966187,1.0,0.9835788011550903,1.0,0.9807153940200806,1.0,0.9965344667434692,1.0,0.9866846203804016,1.0
0.9780592918395996,1.0,0.970325767993927,1.0,0.9832414388656616,1.0,0.9629606008529663,1.0,0.9613649249076843,1.0,0.9602101445198059,1.0,0.9837145209312439,1.0,0.9617086052894592,1.0
0.9864301681518555,1.0,0.9865965247154236,1.0,0.9751921892166138,1.0,0.9694874286651611,1.0,0.9790843725204468,1.0,0.9813184142112732,1.0,0.9725491404533386,1.0,0.963145911693573,1.0
0.9586628675460815,1.0,0.9698588848114014,1.0,0.9612323045730591,1.0,0.9779062867164612,1.0,0.9900124073028564,1.0,0.9868581295013428,1.0,0.9527552723884583,1.0,0.9838626980781555,1.0
0.9802748560905457,1.0,0.9784090518951416,1.0,0.9758089780807495,1.0,0.9757575392723083,1.0,0.9781278371810913,1.0,0.9758373498916626,1.0,0.9687291979789734,1.0,0.9583064913749695,1.0
0.9941595792770386,1.0,0.9738268852233887,1.0,0.9710561037063599,1.0,0.988644003868103,1.0,0.9549383521080017,1.0,0.9150393009185791,1.0,0.972794234752655,1.0,0.944211483001709,1.0
0.9664840698242188,1.0,0.9642934799194336,1.0,0.972175657749176,1.0,0.9664276838302612,1.0,0.9890151619911194,1.0,0.9829879999160767,1.0,0.9821690917015076,1.0,0.979559063911438,1.0
0.9911105632781982,1.0,0.987170398235321,1.0,0.9910820722579956,1.0,0.9935348033905029,1.0,0.9863850474357605,1.0,0.9787978529930115,1.0,0.9795079827308655,1.0,0.9982403516769409,1.0
0.9958512783050537,1.0,0.9936416745185852,1.0,0.9915809035301208,1.0,0.9947552680969238,1.0,0.9983886480331421,1.0,0.9773525595664978,1.0,0.9961530566215515,1.0,0.9956763386726379,1.0
0.983258068561554,1.0,0.9759477972984314,1.0,0.9648550748825073,1.0,0.9787577986717224,1.0,0.9965047836303711,1.0,0.9856842756271362,1.0,0.9963537454605103,1.0,0.9930450320243835,1.0
0.9953476786613464,1.0,0.9746794700622559,1.0,0.9764944911003113,1.0,0.990959644317627,1.0,0.9765716791152954,1.0,0.9448174238204956,1.0,0.9962838292121887,1.0,0.9933831095695496,1.0
0.985790491104126,1.0,0.990565836429596,1.0,0.9764540195465088,1.0,0.9784922003746033,1.0,0.977732241153717,1.0,0.9850171804428101,1.0,0.9949871301651001,1.0,0.9852513074874878,1.0
0.989773690700531,1.0,0.9910290241241455,1.0,0.973932683467865,1.0,0.97746741771698,1.0,0.9719862937927246,1.0,0.990105926990509,1.0,0.9893397688865662,1.0,0.9865135550498962,1.0
0.986339807510376,1.0,0.9784017205238342,1.0,0.9835702180862427,1.0,0.9805468916893005,1.0,0.9831579923629761,1.0,0.9718784093856812,1.0,0.9869309663772583,1.0,0.993501603603363,1.0
0.9686043858528137,1.0,0.9737939834594727,1.0,0.9528154134750366,1.0,0.950389564037323,1.0,0.955029308795929,1.0,0.9280234575271606,1.0,0.9707159399986267,1.0,0.9412512183189392,1.0
0.9814870357513428,1.0,0.9950666427612305,1.0,0.990691065788269,1.0,0.9968699812889099,1.0,0.9980364441871643,1.0,0.9985226988792419,1.0,0.9911921620368958,1.0,0.9902698993682861,1.0
0.996012806892395,1.0,0.9835251569747925,1.0,0.9871654510498047,1.0,0.9929752349853516,1.0,0.9925429821014404,1.0,0.9838014245033264,1.0,0.987522542476654,1.0,0.9799656867980957,1.0
0.9326995015144348,1.0,0.9355397820472717,1.0,0.9408507943153381,1.0,0.9770267605781555,1.0,0.9906265735626221,1.0,0.9457483291625977,1.0,0.9542978405952454,1.0,0.9712474346160889,1.0
0.9328075051307678,1.0,0.9321591258049011,1.0,0.9236195087432861,1.0,0.9087070226669312,1.0,0.8402935862541199,1.0,0.8742479085922241,1.0,0.9128461480140686,1.0,0.8604952096939087,1.0
0.989798903465271,1.0,0.9912862181663513,1.0,0.9969214200973511,1.0,0.9935511350631714,1.0,0.9923438429832458,1.0,0.9922898411750793,1.0,0.9963257908821106,1.0,0.9946251511573792,1.0
0.9985878467559814,1.0,0.9962074756622314,1.0,0.9988428354263306,1.0,0.9957197308540344,1.0,0.9967743754386902,1.0,0.998497724533081,1.0,0.9922101497650146,1.0,0.9927149415016174,1.0
